source_row_index,Model,Score,90% CI,llm_chess_model,eci_ci_low,eci_ci_high,eci_ci90_half_width,eval_id,eval_row_id,eval_model_label,eval_variant_label,score_numeric,score_label,source_llm_chess_model,llm_chess_player,mapping_status,review_status,confidence,provider_or_family,version_or_release_clue,reasoning_or_system_config,eval_reasoning_kind,eval_reasoning_effort,llm_chess_reasoning_kind,llm_chess_reasoning_effort,reasoning_rule_applied,evidence_refs,rationale,open_questions,reviewer,source_llm_chess_model_mapping,has_numeric_score,made_accepted_mapping,joined_llm_chess_metric_row,made_metric_sample_pre_dedupe,survived_metric_dedupe,joined_llm_chess_row_with_non_null_elo,survived_elo_dedupe,metric_dedupe_kept_eval_row_id,elo_dedupe_kept_eval_row_id,has_llm_chess_match,has_llm_chess_elo,metric_drop_stage,metric_drop_side,metric_drop_reason,elo_drop_stage,elo_drop_side,elo_drop_reason,first_failed_stage,first_failed_side,first_failed_reason
33,Qwen 3.6 Max (Preview),150,(148 - 154),,148.0,154.0,3.0,eci,eci:0033,Qwen 3.6 Max (Preview),Qwen 3.6 Max (Preview),150,ECI,,,unmatched,needs_review,none,,epoch_eci_refresh_2026_05,,unknown,,,,,,New model introduced in the 2026-05 overall ECI refresh; mapping not yet reviewed.,"elo_refined.csv only has qwen3.6-27b@q4_k_s (27B Q4 local), not the hosted Qwen 3.6 Max; different model, left unmatched.",,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
34,Claude Opus 4.5,150,(148 - 152),claude-opus-4-5-20251101_thinking_16000,148.0,152.0,2.0,eci,eci:0034,Claude Opus 4.5,Claude Opus 4.5,150,ECI,claude-opus-4-5-20251101_thinking_16000,claude-opus-4-5-20251101_thinking_16000,accepted,qa_passed,seed-medium,Claude Opus 4,legacy_bridge_column,,unknown,,reasoning,thinking_16000,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,claude-opus-4-5-20251101_thinking_16000,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
35,Qwen 3.6 Plus,149,(147 - 151),,147.0,151.0,2.0,eci,eci:0035,Qwen 3.6 Plus,Qwen 3.6 Plus,149,ECI,,,unmatched,needs_review,none,,epoch_eci_refresh_2026_05,,unknown,,,,,,New model introduced in the 2026-05 overall ECI refresh; mapping not yet reviewed.,"elo_refined.csv only has qwen3.6-27b@q4_k_s (27B Q4 local), not hosted Qwen 3.6 Plus; left unmatched.",,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
36,Grok 4.3 Beta,149,(147 - 150),,147.0,150.0,1.5,eci,eci:0036,Grok 4.3 Beta,Grok 4.3 Beta,149,ECI,,grok-4.3-high,accepted,reviewed_2026_07_eci_refresh,high,Grok 4,epoch_eci_refresh_2026_07,,unknown,,unknown,high,assume-highest,epoch_eci_scores_csv_2026_07_28; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"New in the 2026-07 ECI refresh. Epoch's 'Grok 4.3 Beta' is the xAI grok-4.3-beta API model, matching the existing ECI convention where 'Grok 3' maps to grok-3-beta. ECI publishes no reasoning effort, so clause 1 (assume-highest) applies: grok-4.3-high is the only and therefore highest Grok 4.3 entry in elo_refined.csv.","Effort is assumed, not sourced. LLM Chess ran Grok 4.3 only at high, so no lower tier was available to compare against.",cross_ref_eci_refresh_2026_07,,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
37,GPT-5.4 Mini,149,(147 - 150),,147.0,150.0,1.5,eci,eci:0037,GPT-5.4 Mini,GPT-5.4 Mini,149,ECI,,gpt-5.4-mini-high,accepted,reviewed_2026_05_refresh,review-low,GPT-5,epoch_eci_refresh_2026_05,,unknown,,reasoning,high,assume-highest,"family_tier_convention:base->medium,mini/nano->high; elo_refined.csv tier availability","New in 2026-05 refresh. GPT-5 mini/nano ECI rows map to the LLM Chess -high tier (gpt-5-mini-high, gpt-5-nano-high); applied gpt-5.4-mini-high. Tier choice is convention-based; verify against the effort Epoch evaluated.",,cross_ref_refresh_2026_05,,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
38,DeepSeek-V4-Pro,149,(147 - 151),,147.0,151.0,2.0,eci,eci:0038,DeepSeek-V4-Pro,DeepSeek-V4-Pro,149,ECI,,,unmatched,reviewed_2026_07_eci_refresh,none,DeepSeek,epoch_eci_refresh_2026_07,,unknown,,,,,epoch_eci_scores_csv_2026_07_28; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"New in the 2026-07 ECI refresh. No LLM Chess counterpart exists, so there is nothing to map; the row stays visible in coverage and out of every statistic.",No DeepSeek V4 run in LLM Chess (inventory reaches deepseek-V3.2); Pro is also a distinct product tier.,cross_ref_eci_refresh_2026_07,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
39,Kimi K2.5,148,(146 - 149),kimi-k2.5,146.0,149.0,1.5,eci,eci:0039,Kimi K2.5,Kimi K2.5,148,ECI,kimi-k2.5,kimi-k2.5,accepted,qa_passed,seed-medium,Kimi K2,legacy_bridge_column,,unknown,,reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,kimi-k2.5,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
40,o3-pro,148,(146 - 150),,146.0,150.0,2.0,eci,eci:0040,o3-pro,o3-pro,148,ECI,,,unmatched,qa_passed,low,o3,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
41,MiniMax-M2.5,147,(142 - 148),minimax.minimax-m2.5,142.0,148.0,3.0,eci,eci:0041,MiniMax-M2.5,MiniMax-M2.5,147,ECI,minimax.minimax-m2.5,minimax.minimax-m2.5,accepted,qa_passed,seed-medium,MiniMax-M2,legacy_bridge_column,,unknown,,not_reasoning,max,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,minimax.minimax-m2.5,True,True,True,True,True,False,False,,,True,False,,,,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.
42,o3,147,(145 - 148),o3-medium,145.0,148.0,1.5,eci,eci:0042,o3,o3,147,ECI,o3-medium,o3-medium,accepted,qa_passed,seed-medium,o3,legacy_bridge_column,,unknown,,reasoning,medium,assume-highest,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,o3-medium,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
43,Grok 4,147,(145 - 149),grok-4-20-reasoning,145.0,149.0,2.0,eci,eci:0043,Grok 4,Grok 4,147,ECI,grok-4-20-reasoning,,unmatched,reviewed_2026_05_refresh,none,Grok,legacy_bridge_column,,unknown,,,,,,"Reassigned in 2026-05 refresh: grok-4-20-reasoning was moved to Epoch 'Grok 4.20' per maintainer. No plain grok-4 exists in elo_refined.csv, so Epoch 'Grok 4' has no LLM Chess counterpart.","No LLM Chess entry for base Grok 4 (only grok-4-20, grok-4-fast, grok-4-1-fast variants).",cross_ref_refresh_2026_05,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
44,MiniMax-M3,147,(142 - 150),,142.0,150.0,4.0,eci,eci:0044,MiniMax-M3,MiniMax-M3,147,ECI,,,unmatched,reviewed_2026_07_eci_refresh,none,MiniMax,epoch_eci_refresh_2026_07,,unknown,,,,,epoch_eci_scores_csv_2026_07_28; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"New in the 2026-07 ECI refresh. No LLM Chess counterpart exists, so there is nothing to map; the row stays visible in coverage and out of every statistic.","LLM Chess reaches minimax.minimax-m2.5; same family, different version is not a match.",cross_ref_eci_refresh_2026_07,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
45,Qwen 3.5 Plus (hosted 397B-A17B),147,(145 - 148),,145.0,148.0,1.5,eci,eci:0045,Qwen 3.5 Plus (hosted 397B-A17B),Qwen 3.5 Plus (hosted 397B-A17B),147,ECI,,,unmatched,needs_review,none,,epoch_eci_refresh_2026_05,,unknown,,,,,,New model introduced in the 2026-05 overall ECI refresh; mapping not yet reviewed.,"elo_refined.csv only has qwen3.5-9b@q8_0 (9B local), not the hosted 397B model; left unmatched.",,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
46,Claude Sonnet 4.5,147,(145 - 148),claude-sonnet-4-5_thinking_16000,145.0,148.0,1.5,eci,eci:0046,Claude Sonnet 4.5,Claude Sonnet 4.5,147,ECI,claude-sonnet-4-5_thinking_16000,claude-sonnet-4-5_thinking_16000,accepted,qa_passed,seed-medium,Claude Sonnet 4,legacy_bridge_column,,unknown,,reasoning,thinking_16000,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,claude-sonnet-4-5_thinking_16000,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
47,GPT-5.4 Nano,147,(144 - 148),,144.0,148.0,2.0,eci,eci:0047,GPT-5.4 Nano,GPT-5.4 Nano,147,ECI,,gpt-5.4-nano-high,accepted,reviewed_2026_05_refresh,review-low,GPT-5,epoch_eci_refresh_2026_05,,unknown,,reasoning,high,assume-highest,"family_tier_convention:base->medium,mini/nano->high; elo_refined.csv tier availability",New in 2026-05 refresh. mini/nano -> -high convention; gpt-5.4-nano-high is the only GPT-5.4 nano tier in elo_refined.csv. Verify against Epoch's evaluated effort.,,cross_ref_refresh_2026_05,,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
48,DeepSeek-V3.2,147,(144 - 148),,144.0,148.0,2.0,eci,eci:0048,DeepSeek-V3.2,DeepSeek-V3.2,147,ECI,,deepseek-V3.2_non-reasoning,accepted,reviewed_2026_07_eci_refresh,medium,DeepSeek-V3,epoch_eci_refresh_2026_07,,unknown,,not_reasoning,,assume-highest,epoch_eci_scores_csv_2026_07_28; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"Resolved from mapping-research/eci.md priority-queue entry 6. Epoch lists DeepSeek-V3.2 and DeepSeek-V3.2-Exp as separate rows, so the plain label is the final 2025-12 release, the same identity arc_agi_2 maps to deepseek-V3.2_non-reasoning. deepseek-V3.2_non-reasoning is the only V3.2 entry in elo_refined.csv, so clause 1 has a single candidate.","Forced substitution: clause 1 assumes Epoch's run used the reasoning mode, but LLM Chess only ran V3.2 non-reasoning. Coverage wins, yet the two efforts do not agree. DeepSeek-V3.2-Exp stays unmatched as a distinct experimental release.",cross_ref_eci_refresh_2026_07,,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
49,o4-mini,147,(144 - 148),o4-mini-high,144.0,148.0,2.0,eci,eci:0049,o4-mini,o4-mini,147,ECI,o4-mini-high,o4-mini-high,accepted,qa_passed,seed-medium,o4,legacy_bridge_column,,unknown,,reasoning,high,assume-highest,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,o4-mini-high,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
50,GLM-5,146,(145 - 148),zai.glm-5,145.0,148.0,1.5,eci,eci:0050,GLM-5,GLM-5,146,ECI,zai.glm-5,zai.glm-5,accepted,qa_passed,seed-medium,GLM,legacy_bridge_column,,unknown,,reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,zai.glm-5,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
51,Gemini 2.5 Pro (Jun 2025),146,(144 - 148),gemini-2.5-pro,144.0,148.0,2.0,eci,eci:0051,Gemini 2.5 Pro (Jun 2025),Gemini 2.5 Pro (Jun 2025),146,ECI,gemini-2.5-pro,gemini-2.5-pro,accepted,qa_passed,seed-medium,Gemini 2,legacy_bridge_column,,unknown,,reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gemini-2.5-pro,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
52,Kimi K2 Thinking,146,(144 - 147),,144.0,147.0,1.5,eci,eci:0052,Kimi K2 Thinking,Kimi K2 Thinking,146,ECI,,,unmatched,qa_passed,low,Kimi,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
53,GPT-5 mini,146,(144 - 147),gpt-5-mini-high,144.0,147.0,1.5,eci,eci:0053,GPT-5 mini,GPT-5 mini,146,ECI,gpt-5-mini-high,gpt-5-mini-high,accepted,qa_passed,seed-medium,GPT,legacy_bridge_column,,unknown,,reasoning,high,assume-highest,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gpt-5-mini-high,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
54,MiniMax-M2.7,146,(138 - 148),,138.0,148.0,5.0,eci,eci:0054,MiniMax-M2.7,MiniMax-M2.7,146,ECI,,,unmatched,reviewed_2026_07_eci_refresh,none,MiniMax-M2,epoch_eci_refresh_2026_07,,unknown,,,,,epoch_eci_scores_csv_2026_07_28; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"New in the 2026-07 ECI refresh. No LLM Chess counterpart exists, so there is nothing to map; the row stays visible in coverage and out of every statistic.","LLM Chess reaches minimax.minimax-m2.5; same family, different version is not a match.",cross_ref_eci_refresh_2026_07,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
55,DeepSeek-V3.2-Exp,145,(142 - 147),,142.0,147.0,2.5,eci,eci:0055,DeepSeek-V3.2-Exp,DeepSeek-V3.2-Exp,145,ECI,,,unmatched,qa_passed,low,DeepSeek-V3,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
56,Gemini 2.5 Pro (Mar 2025),145,(142 - 147),gemini-2.5-pro-preview-03-25,142.0,147.0,2.5,eci,eci:0056,Gemini 2.5 Pro (Mar 2025),Gemini 2.5 Pro (Mar 2025),145,ECI,gemini-2.5-pro-preview-03-25,gemini-2.5-pro-preview-03-25,accepted,qa_passed,seed-medium,Gemini 2,legacy_bridge_column,,unknown,,reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gemini-2.5-pro-preview-03-25,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
57,Qwen3-235B-A22B-Thinking (Jul 2025),145,(142 - 148),,142.0,148.0,3.0,eci,eci:0057,Qwen3-235B-A22B-Thinking (Jul 2025),Qwen3-235B-A22B-Thinking (Jul 2025),145,ECI,,,unmatched,qa_passed,low,Qwen3,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
58,Grok 4 Fast,145,(142 - 147),grok-4-fast-reasoning,142.0,147.0,2.5,eci,eci:0058,Grok 4 Fast,Grok 4 Fast,145,ECI,grok-4-fast-reasoning,grok-4-fast-reasoning,accepted,qa_passed,seed-medium,Grok,legacy_bridge_column,,unknown,,reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,grok-4-fast-reasoning,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
59,Gemini 3.1 Flash-Lite,144,(136 - 146),,136.0,146.0,5.0,eci,eci:0059,Gemini 3.1 Flash-Lite,Gemini 3.1 Flash-Lite,144,ECI,,gemini-3.1-flash-lite-preview,accepted,reviewed_2026_07_eci_refresh,high,Gemini 3,epoch_eci_refresh_2026_07,,unknown,,reasoning,,assume-highest,epoch_eci_scores_csv_2026_07_28; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"New in the 2026-07 ECI refresh. ECI publishes no reasoning effort, so clause 1 (assume-highest) applies: gemini-3.1-flash-lite-preview is the only Gemini 3.1 Flash-Lite entry in elo_refined.csv. bullshit_bench and vals_index already map the same model to it.","Effort is assumed, not sourced, and the LLM Chess run is a preview build while Epoch's label carries no build qualifier.",cross_ref_eci_refresh_2026_07,,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
60,Claude Opus 4.1,144,(142 - 146),claude-opus-4-1,142.0,146.0,2.0,eci,eci:0060,Claude Opus 4.1,Claude Opus 4.1,144,ECI,claude-opus-4-1,claude-opus-4-1,accepted,qa_passed,seed-medium,Claude Opus 4,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,claude-opus-4-1,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
61,Qwen 3.6 Flash,144,(141 - 146),,141.0,146.0,2.5,eci,eci:0061,Qwen 3.6 Flash,Qwen 3.6 Flash,144,ECI,,,unmatched,needs_review,none,,epoch_eci_refresh_2026_05,,unknown,,,,,,New model introduced in the 2026-05 overall ECI refresh; mapping not yet reviewed.,"elo_refined.csv only has qwen3.6-27b@q4_k_s (27B Q4 local), not hosted Qwen 3.6 Flash; left unmatched.",,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
62,Qwen 3.5 Flash (hosted 35B-A3B),144,(141 - 146),,141.0,146.0,2.5,eci,eci:0062,Qwen 3.5 Flash (hosted 35B-A3B),Qwen 3.5 Flash (hosted 35B-A3B),144,ECI,,,unmatched,needs_review,none,,epoch_eci_refresh_2026_05,,unknown,,,,,,New model introduced in the 2026-05 overall ECI refresh; mapping not yet reviewed.,"elo_refined.csv only has qwen3.5-9b@q8_0 (9B local), not the hosted 35B model; left unmatched.",,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
63,Qwen3-Max,144,(140 - 155),,140.0,155.0,7.5,eci,eci:0063,Qwen3-Max,Qwen3-Max,144,ECI,,,unmatched,qa_passed,low,Qwen3,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
64,GLM-4.7,144,(141 - 145),,141.0,145.0,2.0,eci,eci:0064,GLM-4.7,GLM-4.7,144,ECI,,,unmatched,qa_passed,low,GLM-4,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
65,Qwen 3.6 35B-A3B,143,(138 - 147),,138.0,147.0,4.5,eci,eci:0065,Qwen 3.6 35B-A3B,Qwen 3.6 35B-A3B,143,ECI,,,unmatched,reviewed_2026_07_eci_refresh,none,Qwen 3,epoch_eci_refresh_2026_07,,unknown,,,,,epoch_eci_scores_csv_2026_07_28; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"New in the 2026-07 ECI refresh. No LLM Chess counterpart exists, so there is nothing to map; the row stays visible in coverage and out of every statistic.",LLM Chess has qwen3.6-27b@q4_k_s (different size) and qwen3.5-35b-a3b@q4_k_m (different version); neither is Qwen 3.6 35B-A3B.,cross_ref_eci_refresh_2026_07,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
66,Gemini 2.5 Flash (Sep 2025),143,(139 - 147),gemini-2.5-flash,139.0,147.0,4.0,eci,eci:0066,Gemini 2.5 Flash (Sep 2025),Gemini 2.5 Flash (Sep 2025),143,ECI,gemini-2.5-flash,gemini-2.5-flash,accepted,qa_passed,seed-medium,Gemini 2,legacy_bridge_column,,unknown,,reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gemini-2.5-flash,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
67,Claude Opus 4,143,(140 - 144),claude-opus-4_thinking_16000,140.0,144.0,2.0,eci,eci:0067,Claude Opus 4,Claude Opus 4,143,ECI,claude-opus-4_thinking_16000,claude-opus-4_thinking_16000,accepted,qa_passed,seed-medium,Claude,legacy_bridge_column,,unknown,,reasoning,thinking_16000,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,claude-opus-4_thinking_16000,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
68,Claude Haiku 4.5,143,(140 - 145),claude-haiku-4-5_thinking_16000,140.0,145.0,2.5,eci,eci:0068,Claude Haiku 4.5,Claude Haiku 4.5,143,ECI,claude-haiku-4-5_thinking_16000,claude-haiku-4-5_thinking_16000,accepted,qa_passed,seed-medium,Claude Haiku 4,legacy_bridge_column,,unknown,,reasoning,thinking_16000,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,claude-haiku-4-5_thinking_16000,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
69,Gemini 2.5 Pro (May 2025),143,(140 - 145),gemini-2.5-pro-preview-05-06,140.0,145.0,2.5,eci,eci:0069,Gemini 2.5 Pro (May 2025),Gemini 2.5 Pro (May 2025),143,ECI,gemini-2.5-pro-preview-05-06,gemini-2.5-pro-preview-05-06,accepted,qa_passed,seed-medium,Gemini 2,legacy_bridge_column,,unknown,,reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gemini-2.5-pro-preview-05-06,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
70,o1,143,(141 - 144),o1-medium,141.0,144.0,1.5,eci,eci:0070,o1,o1,143,ECI,o1-medium,o1-medium,accepted,qa_passed,seed-medium,o1,legacy_bridge_column,,unknown,,reasoning,medium,assume-highest,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,o1-medium,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
71,Gemini 2.5 Flash (May 2025),142,(140 - 144),gemini-2.5-flash,140.0,144.0,2.0,eci,eci:0071,Gemini 2.5 Flash (May 2025),Gemini 2.5 Flash (May 2025),142,ECI,gemini-2.5-flash,gemini-2.5-flash,accepted,qa_passed,seed-medium,Gemini 2,legacy_bridge_column,,unknown,,reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gemini-2.5-flash,True,True,True,True,False,True,False,eci:0066,eci:0066,True,True,metric_analysis_rows_max_dedupe,dedupe,Another eval row for this LLM Chess player was kept after max-score metric dedupe: eci:0066.,elo_analysis_rows_max_dedupe,dedupe,Another eval row for this Elo-valid LLM Chess player was kept after max-score Elo dedupe: eci:0066.,metric_analysis_rows_max_dedupe,dedupe,Another eval row for this LLM Chess player was kept after max-score metric dedupe: eci:0066.
