eval_id,mapping_file,eval_row_id,eval_model_label,llm_chess_player,eval_variant_label,mapping_status,review_status,confidence,provider_group,provider_group_source,provider_group_confidence,provider_or_family,version_or_release_clue,reasoning_or_system_config,eval_reasoning_kind,eval_reasoning_effort,llm_chess_reasoning_kind,llm_chess_reasoning_effort,reasoning_rule_applied,evidence_refs,rationale,open_questions,reviewer,source_llm_chess_model
bullshit_bench,bullshit_bench.csv,bullshit_bench:0039:google_gemini_3_pro_preview_reasoning_low,google/gemini-3-pro-preview@reasoning=low,gemini-3-pro-preview-high,google/gemini-3-pro-preview@reasoning=low,variant-compatible,reviewed_2026_07_reasoning_rule,medium,Google,llm_chess_inventory,high,google,bullshit_bench_v2_2026_05,reasoning=low,reasoning_or_configured,low,reasoning,high,nearest-tier,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"BullshitBench states reasoning=low, but gemini-3-pro-preview-high is the only gemini-3-pro-preview tier in elo_refined.csv. Clause 3 therefore has a single candidate and the substitution is forced rather than reasoned: coverage wins, the stated effort is inverted.",Forced effort inversion: the external run is reasoning=low and gemini-3-pro-preview-high is a high-effort run. No lower tier exists. Do not read this row as an effort-matched comparison.,cross_ref_reasoning_rule_2026_07,
eci,eci.csv,eci:0021,Gemini 3 Pro,gemini-3-pro-preview-high,Gemini 3 Pro,accepted,reviewed_2026_07_reasoning_rule,seed-medium,Google,llm_chess_inventory,high,Gemini,legacy_bridge_column,,unknown,,reasoning,high,assume-highest,legacy_source_column:llm_chess_model; reasoning_effort_rule:README.md#stage-ownership,"Seeded by the legacy ECI bridge column, whose value gemini-3-pro-preview no longer exists in elo_refined.csv (the player was renamed with an explicit -high tier). ECI states no reasoning effort, so clause 1 (assume-highest) selects gemini-3-pro-preview-high, the only and therefore highest Gemini 3 Pro tier.","Effort is assumed, not sourced. source_llm_chess_model retains the superseded bridge value so the divergence stays visible in mapping_source_of_truth.",cross_ref_reasoning_rule_2026_07,gemini-3-pro-preview
bullshit_bench,bullshit_bench.csv,bullshit_bench:0125:google_gemini_3_1_flash_lite_preview_reasoning_default,google/gemini-3.1-flash-lite-preview@reasoning=default,gemini-3.1-flash-lite-preview,google/gemini-3.1-flash-lite-preview@reasoning=default,alias,reviewed_2026_05,high,Google,llm_chess_inventory,high,google,bullshit_bench_v2_2026_05,reasoning=default,unknown,,reasoning,,name_alias,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench google/gemini-3.1-flash-lite-preview is the same model as elo gemini-3.1-flash-lite-preview.,,cross_ref_bullshit_bench_2026_05,
eci,eci.csv,eci:0059,Gemini 3.1 Flash-Lite,gemini-3.1-flash-lite-preview,Gemini 3.1 Flash-Lite,accepted,reviewed_2026_07_eci_refresh,high,Google,llm_chess_inventory,high,Gemini 3,epoch_eci_refresh_2026_07,,unknown,,reasoning,,assume-highest,epoch_eci_scores_csv_2026_07_28; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"New in the 2026-07 ECI refresh. ECI publishes no reasoning effort, so clause 1 (assume-highest) applies: gemini-3.1-flash-lite-preview is the only Gemini 3.1 Flash-Lite entry in elo_refined.csv. bullshit_bench and vals_index already map the same model to it.","Effort is assumed, not sourced, and the LLM Chess run is a preview build while Epoch's label carries no build qualifier.",cross_ref_eci_refresh_2026_07,
vals_index,vals_index.csv,vals_index:0037:google_gemini_3_1_flash_lite_preview,google/gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,google/gemini-3.1-flash-lite-preview,variant-compatible,reviewed_2026_07_vals_index,medium,Google,llm_chess_inventory,high,google,vals_index_v1_2_2026_07_23,reasoning_effort=high,reasoning_or_configured,high,reasoning,,nearest-tier,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"Identical model name on both sides. Vals states reasoning_effort=high; the single LLM Chess run carries no effort suffix, so clause 3 has one candidate and takes it.","The LLM Chess run's thinking budget is not recorded in its name, so whether it corresponds to Vals' high effort is unverified.",cross_ref_vals_index_2026_07,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0051:gemini_3_1_pro_preview,Gemini 3.1 Pro (Preview),gemini-3.1-pro-preview-high,Gemini 3.1 Pro (Preview),alias,reviewed_2026_07_reasoning_rule,high,Google,llm_chess_inventory,high,Google,2026-03-05,,unknown,,reasoning,high,assume-highest,arc_leaderboard_row; model_identity_review; llm_chess_inventory; reasoning_effort_rule:README.md#stage-ownership,"Surface-form alias of an existing llm_chess player id, whose name now carries an explicit -high tier. ARC states no effort for this row, so clause 1 (assume-highest) selects gemini-3.1-pro-preview-high, the only Gemini 3.1 Pro tier in elo_refined.csv.","Effort is assumed, not sourced: the ARC label states no effort.",cross_ref_reasoning_rule_2026_07,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0058:gemini_3_1_pro_preview,Gemini 3.1 Pro (Preview),gemini-3.1-pro-preview-high,Gemini 3.1 Pro (Preview),alias,reviewed_2026_07_reasoning_rule,high,Google,llm_chess_inventory,high,Google,2026-02-19,,unknown,,reasoning,high,assume-highest,arc_leaderboard_row; model_identity_review; llm_chess_inventory; reasoning_effort_rule:README.md#stage-ownership,"Surface-form alias of an existing llm_chess player id, whose name now carries an explicit -high tier. ARC states no effort for this row, so clause 1 (assume-highest) selects gemini-3.1-pro-preview-high, the only Gemini 3.1 Pro tier in elo_refined.csv.","Effort is assumed, not sourced: the ARC label states no effort.",cross_ref_reasoning_rule_2026_07,
bullshit_bench,bullshit_bench.csv,bullshit_bench:0071:google_gemini_3_1_pro_preview_reasoning_high,google/gemini-3.1-pro-preview@reasoning=high,gemini-3.1-pro-preview-high,google/gemini-3.1-pro-preview@reasoning=high,variant-compatible,reviewed_2026_07_reasoning_rule,medium,Google,llm_chess_inventory,high,google,bullshit_bench_v2_2026_05,reasoning=high,reasoning_or_configured,high,reasoning,high,effort_to_effort,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"BullshitBench states reasoning=high and gemini-3.1-pro-preview-high is a high-effort run, so clause 2 applies and the exact tier match wins. The earlier target gemini-3.1-pro-preview was the pre-rename player id and no longer exists in elo_refined.csv.","Preview/config axis is still not encoded identically on both sides, so the row stays variant-compatible even though the efforts match exactly.",cross_ref_reasoning_rule_2026_07,
bullshit_bench,bullshit_bench.csv,bullshit_bench:0051:google_gemini_3_1_pro_preview_reasoning_low,google/gemini-3.1-pro-preview@reasoning=low,gemini-3.1-pro-preview-high,google/gemini-3.1-pro-preview@reasoning=low,variant-compatible,reviewed_2026_07_reasoning_rule,medium,Google,llm_chess_inventory,high,google,bullshit_bench_v2_2026_05,reasoning=low,reasoning_or_configured,low,reasoning,high,nearest-tier,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"BullshitBench states reasoning=low, but gemini-3.1-pro-preview-high is the only gemini-3.1-pro-preview tier in elo_refined.csv. Clause 3 therefore has a single candidate and the substitution is forced rather than reasoned: coverage wins, the stated effort is inverted.",Forced effort inversion: the external run is reasoning=low and gemini-3.1-pro-preview-high is a high-effort run. No lower tier exists. Do not read this row as an effort-matched comparison.,cross_ref_reasoning_rule_2026_07,
delegate_52,delegate_52.csv,delegate_52:0000:gemini_3_1_pro,Gemini 3.1 Pro,gemini-3.1-pro-preview-high,Gemini 3.1 Pro,variant-compatible,reviewed_2026_07_reasoning_rule,medium,Google,llm_chess_inventory,high,google,delegate_52_2026_04,config_unspecified,unknown,,reasoning,high,assume-highest,delegate_52_table_1; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"DELEGATE-52 'Gemini 3.1 Pro' is the same model as the LLM Chess Gemini 3.1 Pro preview run, now named gemini-3.1-pro-preview-high. The paper states no reasoning/thinking config, so clause 1 (assume-highest) selects the only and therefore highest tier.","Exact thinking config in paper Appendix L (not extracted); effort is assumed, not sourced.",cross_ref_reasoning_rule_2026_07,
eci,eci.csv,eci:0014,Gemini 3.1 Pro,gemini-3.1-pro-preview-high,Gemini 3.1 Pro,accepted,reviewed_2026_07_reasoning_rule,seed-medium,Google,llm_chess_inventory,high,Gemini 3,legacy_bridge_column,,unknown,,reasoning,high,assume-highest,legacy_source_column:llm_chess_model; reasoning_effort_rule:README.md#stage-ownership,"Seeded by the legacy ECI bridge column, whose value gemini-3.1-pro-preview no longer exists in elo_refined.csv (the player was renamed with an explicit -high tier). ECI states no reasoning effort, so clause 1 (assume-highest) selects gemini-3.1-pro-preview-high, the only and therefore highest Gemini 3.1 Pro tier.","Effort is assumed, not sourced. source_llm_chess_model retains the superseded bridge value so the divergence stays visible in mapping_source_of_truth.",cross_ref_reasoning_rule_2026_07,gemini-3.1-pro-preview
vals_index,vals_index.csv,vals_index:0020:google_gemini_3_1_pro_preview,google/gemini-3.1-pro-preview,gemini-3.1-pro-preview-high,google/gemini-3.1-pro-preview,accepted,reviewed_2026_07_vals_index,high,Google,llm_chess_inventory,high,google,vals_index_v1_2_2026_07_23,reasoning_effort=high,reasoning_or_configured,high,reasoning,high,effort_to_effort,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,Same model and the stated effort matches exactly: Vals reasoning_effort=high maps to gemini-3.1-pro-preview-high under clause 2.,,cross_ref_vals_index_2026_07,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0027:gemini_3_5_flash_high,Gemini 3.5 Flash (High),gemini-3.5-flash-medium,Gemini 3.5 Flash (High),variant-compatible,reviewed_2026_07_reasoning_rule,medium,Google,llm_chess_inventory,high,Google,2026-05-19,,reasoning_or_configured,high,reasoning,medium,nearest-tier,arc_leaderboard_row; model_identity_review; llm_chess_inventory; reasoning_effort_rule:README.md#stage-ownership,"gemini-3.5-flash-medium now exists in elo_refined.csv, so the family that this row was previously held unmatched for is present. ARC states High and -medium is the only Gemini 3.5 Flash tier, so clause 3 substitutes the highest available tier.","Effort conflict: the ARC run is High and the LLM Chess run is -medium. No higher Gemini 3.5 Flash tier exists, so the two efforts do not agree. Shares its LLM Chess player with the sibling Minimal row, so dedupe keeps only the higher ARC score.",cross_ref_reasoning_rule_2026_07,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0026:gemini_3_5_flash_minimal,Gemini 3.5 Flash (Minimal),gemini-3.5-flash-medium,Gemini 3.5 Flash (Minimal),variant-compatible,reviewed_2026_07_reasoning_rule,medium,Google,llm_chess_inventory,high,Google,2026-05-19,,unknown,minimal,reasoning,medium,nearest-tier,arc_leaderboard_row; model_identity_review; llm_chess_inventory; reasoning_effort_rule:README.md#stage-ownership,"gemini-3.5-flash-medium now exists in elo_refined.csv, so the family that this row was previously held unmatched for is present. ARC states Minimal and -medium is the only Gemini 3.5 Flash tier, so clause 3 has a single candidate and the substitution is forced upward rather than reasoned.",Forced effort inversion: the ARC run is Minimal and the LLM Chess run is -medium. No lower tier exists. Do not read this row as an effort-matched comparison.,cross_ref_reasoning_rule_2026_07,
bullshit_bench,bullshit_bench.csv,bullshit_bench:0112:google_gemini_3_5_flash_reasoning_minimal,google/gemini-3.5-flash@reasoning=minimal,gemini-3.5-flash-medium,google/gemini-3.5-flash@reasoning=minimal,variant-compatible,reviewed_2026_07_reasoning_rule,medium,Google,llm_chess_inventory,high,google,bullshit_bench_v2_2026_05,reasoning=minimal,reasoning_or_configured,minimal,reasoning,medium,nearest-tier,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"gemini-3.5-flash-medium now exists in elo_refined.csv, so the 'no gemini-3.5-flash in elo' hold no longer holds. BullshitBench states reasoning=minimal and -medium is the only tier, so clause 3 has a single candidate and the substitution is forced upward.",Forced effort inversion: the external run is reasoning=minimal and the LLM Chess run is -medium. No lower tier exists. Do not read this row as an effort-matched comparison.,cross_ref_reasoning_rule_2026_07,
bullshit_bench,bullshit_bench.csv,bullshit_bench:0103:google_gemini_3_5_flash_reasoning_xhigh,google/gemini-3.5-flash@reasoning=xhigh,gemini-3.5-flash-medium,google/gemini-3.5-flash@reasoning=xhigh,variant-compatible,reviewed_2026_07_reasoning_rule,medium,Google,llm_chess_inventory,high,google,bullshit_bench_v2_2026_05,reasoning=xhigh,reasoning_or_configured,xhigh,reasoning,medium,nearest-tier,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"gemini-3.5-flash-medium now exists in elo_refined.csv, so the 'no gemini-3.5-flash in elo' hold no longer holds. BullshitBench states reasoning=xhigh, so clause 3 substitutes the highest available tier, which is -medium.","Effort conflict: the external run is reasoning=xhigh and the LLM Chess run is -medium. No higher Gemini 3.5 Flash tier exists, so the two efforts do not agree.",cross_ref_reasoning_rule_2026_07,
eci,eci.csv,eci:0016,Gemini 3.5 Flash,gemini-3.5-flash-medium,Gemini 3.5 Flash,accepted,reviewed_2026_07_reasoning_rule,review-medium,Google,llm_chess_inventory,high,Gemini 3,epoch_eci_refresh_2026_05,,unknown,,reasoning,medium,assume-highest,reasoning_effort_rule:README.md#stage-ownership; elo_refined.csv tier availability,"New model in the 2026-05 overall ECI refresh, held unmatched when no Gemini 3.5 Flash existed in elo_refined.csv. gemini-3.5-flash-medium now exists. ECI states no reasoning effort, so clause 1 (assume-highest) selects it as the only and therefore highest Gemini 3.5 Flash tier.","Effort is assumed, not sourced. -medium is the only Gemini 3.5 Flash tier, so assume-highest cannot be distinguished from a lower-effort reading here.",cross_ref_reasoning_rule_2026_07,
vals_index,vals_index.csv,vals_index:0013:google_gemini_3_5_flash,google/gemini-3.5-flash,gemini-3.5-flash-medium,google/gemini-3.5-flash,variant-compatible,reviewed_2026_07_vals_index,medium,Google,llm_chess_inventory,high,google,vals_index_v1_2_2026_07_23,reasoning_effort=high,reasoning_or_configured,high,reasoning,medium,nearest-tier,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"Same model. Vals states reasoning_effort=high, but gemini-3.5-flash-medium is the only LLM Chess tier for it, so clause 3's single candidate is medium.","Forced substitution, not agreement: the external row is high effort and the only chess run is medium. Direction-aware substitution has one candidate, so the mapping does not imply the two efforts match.",cross_ref_vals_index_2026_07,
vals_index,vals_index.csv,vals_index:0014:google_gemini_3_6_flash,google/gemini-3.6-flash,gemini-3.6-flash-high,google/gemini-3.6-flash,accepted,reviewed_2026_07_vals_index,high,Google,llm_chess_inventory,high,google,vals_index_v1_2_2026_07_23,reasoning_effort=high,reasoning_or_configured,high,reasoning,high,effort_to_effort,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,Same model and the stated effort matches exactly: Vals reasoning_effort=high maps to gemini-3.6-flash-high under clause 2.,"gemini-3.6-flash-high has only 14 LLM Chess games, so its Elo is the least settled of the matched rows.",cross_ref_vals_index_2026_07,
eci,eci.csv,eci:0134,Gemma 2 27B,gemma-2-27b-it@q6_k_l,Gemma 2 27B,accepted,qa_passed,seed-medium,Google,llm_chess_inventory,high,Gemma,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gemma-2-27b-it@q6_k_l
eci,eci.csv,eci:0143,Gemma 2 9B,gemma-2-9b-it-8bit,Gemma 2 9B,accepted,qa_passed,seed-medium,Google,llm_chess_inventory,high,Gemma,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gemma-2-9b-it-8bit
eci,eci.csv,eci:0106,Gemma 3 27B,google_gemma-3-27b-it@iq4_xs,Gemma 3 27B,accepted,qa_passed,seed-medium,Google,llm_chess_inventory,high,Gemma,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,google_gemma-3-27b-it@iq4_xs
eci,eci.csv,eci:0158,GPT-3.5 Turbo (Jan 2024),gpt-35-turbo-0125,GPT-3.5 Turbo (Jan 2024),accepted,qa_passed,seed-medium,OpenAI,llm_chess_inventory,high,GPT-3,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gpt-35-turbo-0125
eci,eci.csv,eci:0160,GPT-3.5 Turbo (Jun 2023),gpt-35-turbo-0613,GPT-3.5 Turbo (Jun 2023),accepted,qa_passed,seed-medium,OpenAI,llm_chess_inventory,high,GPT-3,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gpt-35-turbo-0613
eci,eci.csv,eci:0147,GPT-3.5 Turbo (Nov 2023),gpt-35-turbo-1106,GPT-3.5 Turbo (Nov 2023),accepted,qa_passed,seed-medium,OpenAI,llm_chess_inventory,high,GPT-3,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gpt-35-turbo-1106
eci,eci.csv,eci:0135,GPT-4 (Jun 2023),gpt-4,GPT-4 (Jun 2023),accepted,qa_passed,seed-medium,OpenAI,llm_chess_inventory,high,GPT,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gpt-4
eci,eci.csv,eci:0126,GPT-4 (Mar 2023),gpt-4,GPT-4 (Mar 2023),accepted,qa_passed,seed-medium,OpenAI,llm_chess_inventory,high,GPT,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gpt-4
eci,eci.csv,eci:0119,GPT-4 Turbo (Apr 2024),gpt-4-turbo,GPT-4 Turbo (Apr 2024),accepted,qa_passed,seed-medium,OpenAI,llm_chess_inventory,high,GPT,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gpt-4-turbo
arc_agi_2,arc_agi_2.csv,arc_agi_2:0159:gpt_4_1,GPT-4.1,gpt-4.1,GPT-4.1,alias,qa_passed,high,OpenAI,llm_chess_inventory,high,OpenAI,2025-04-14,,unknown,,not_reasoning,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Exact llm_chess row exists.,,published_mapping_review,
bullshit_bench,bullshit_bench.csv,bullshit_bench:0118:openai_gpt_4_1_reasoning_default,openai/gpt-4.1@reasoning=default,gpt-4.1,openai/gpt-4.1@reasoning=default,alias,reviewed_2026_05,high,OpenAI,llm_chess_inventory,high,openai,bullshit_bench_v2_2026_05,reasoning=default,unknown,,not_reasoning,,name_alias,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench openai/gpt-4.1 is the same model as elo gpt-4.1.,,cross_ref_bullshit_bench_2026_05,
delegate_52,delegate_52.csv,delegate_52:0009:gpt_4_1,GPT 4.1,gpt-4.1,GPT 4.1,alias,reviewed_2026_05,high,OpenAI,llm_chess_inventory,high,openai,delegate_52_2026_04,,not_reasoning,,not_reasoning,,name_alias,delegate_52_table_1; elo_refined.csv; models_metadata.csv,DELEGATE-52 'GPT 4.1' is the same model as elo gpt-4.1 (non-reasoning; no tier ambiguity).,,cross_ref_delegate_52_2026_05,
eci,eci.csv,eci:0089,GPT-4.1,gpt-4.1,GPT-4.1,accepted,qa_passed,seed-medium,OpenAI,llm_chess_inventory,high,GPT-4,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gpt-4.1
arc_agi_2,arc_agi_2.csv,arc_agi_2:0158:gpt_4_1_mini,GPT-4.1-Mini,gpt-4.1-mini,GPT-4.1-Mini,alias,qa_passed,high,OpenAI,llm_chess_inventory,high,OpenAI,2025-04-14,,unknown,,not_reasoning,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Exact llm_chess row exists.,,published_mapping_review,
eci,eci.csv,eci:0094,GPT-4.1 mini,gpt-4.1-mini,GPT-4.1 mini,accepted,qa_passed,seed-medium,OpenAI,llm_chess_inventory,high,GPT-4,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gpt-4.1-mini
arc_agi_2,arc_agi_2.csv,arc_agi_2:0157:gpt_4_1_nano,GPT-4.1-Nano,gpt-4.1-nano,GPT-4.1-Nano,alias,qa_passed,high,OpenAI,llm_chess_inventory,high,OpenAI,2025-04-14,,unknown,,not_reasoning,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Exact llm_chess row exists.,,published_mapping_review,
eci,eci.csv,eci:0107,GPT-4.1 nano,gpt-4.1-nano,GPT-4.1 nano,accepted,qa_passed,seed-medium,OpenAI,llm_chess_inventory,high,GPT-4,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gpt-4.1-nano
eci,eci.csv,eci:0088,GPT-4.5,gpt-4.5-preview,GPT-4.5,accepted,qa_passed,seed-medium,OpenAI,llm_chess_inventory,high,GPT-4,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gpt-4.5-preview
eci,eci.csv,eci:0116,GPT-4o (May 2024),gpt-4o-2024-05-13,GPT-4o (May 2024),accepted,qa_passed,seed-medium,OpenAI,llm_chess_inventory,high,GPT,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gpt-4o-2024-05-13
bullshit_bench,bullshit_bench.csv,bullshit_bench:0111:openai_gpt_4o_2024_08_06_reasoning_default,openai/gpt-4o-2024-08-06@reasoning=default,gpt-4o-2024-08-06,openai/gpt-4o-2024-08-06@reasoning=default,alias,reviewed_2026_05,high,OpenAI,llm_chess_inventory,high,openai,bullshit_bench_v2_2026_05,reasoning=default,unknown,,not_reasoning,,name_alias,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench openai/gpt-4o-2024-08-06 is the same model as elo gpt-4o-2024-08-06.,,cross_ref_bullshit_bench_2026_05,
eci,eci.csv,eci:0113,GPT-4o (Aug 2024),gpt-4o-2024-08-06,GPT-4o (Aug 2024),accepted,qa_passed,seed-medium,OpenAI,llm_chess_inventory,high,GPT,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gpt-4o-2024-08-06
arc_agi_2,arc_agi_2.csv,arc_agi_2:0178:gpt_4o,GPT-4o,gpt-4o-2024-11-20,GPT-4o,alias,qa_passed,medium,OpenAI,llm_chess_inventory,high,OpenAI,2024-11-20,,unknown,,not_reasoning,,,arc_leaderboard_row; model_identity_review; model_identity_review; llm_chess_inventory,The ARC release clue matches the dated llm_chess GPT-4o row exactly.,,published_mapping_review,
eci,eci.csv,eci:0112,GPT-4o (Nov 2024),gpt-4o-2024-11-20,GPT-4o (Nov 2024),accepted,qa_passed,seed-medium,OpenAI,llm_chess_inventory,high,GPT,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gpt-4o-2024-11-20
arc_agi_2,arc_agi_2.csv,arc_agi_2:0182:gpt_4o_mini,GPT-4o-mini,gpt-4o-mini,GPT-4o-mini,alias,qa_passed,high,OpenAI,llm_chess_inventory,high,OpenAI,2024-07-18,,unknown,,not_reasoning,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Exact llm_chess row exists.,,published_mapping_review,
bullshit_bench,bullshit_bench.csv,bullshit_bench:0160:openai_gpt_4o_mini_2024_07_18_reasoning_default,openai/gpt-4o-mini-2024-07-18@reasoning=default,gpt-4o-mini,openai/gpt-4o-mini-2024-07-18@reasoning=default,alias,reviewed_2026_05,high,OpenAI,llm_chess_inventory,high,openai,bullshit_bench_v2_2026_05,reasoning=default,unknown,,not_reasoning,,name_alias,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench openai/gpt-4o-mini-2024-07-18 is the same model as elo gpt-4o-mini.,,cross_ref_bullshit_bench_2026_05,
eci,eci.csv,eci:0124,GPT-4o mini,gpt-4o-mini,GPT-4o mini,accepted,qa_passed,seed-medium,OpenAI,llm_chess_inventory,high,GPT,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gpt-4o-mini
bullshit_bench,bullshit_bench.csv,bullshit_bench:0089:openai_gpt_5_chat_reasoning_default,openai/gpt-5-chat@reasoning=default,gpt-5-chat,openai/gpt-5-chat@reasoning=default,alias,reviewed_2026_05,high,OpenAI,llm_chess_inventory,high,openai,bullshit_bench_v2_2026_05,reasoning=default,unknown,,not_reasoning,,name_alias,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench openai/gpt-5-chat is the same model as elo gpt-5-chat.,,cross_ref_bullshit_bench_2026_05,
delegate_52,delegate_52.csv,delegate_52:0012:gpt_5_chat,GPT 5 Chat,gpt-5-chat,GPT 5 Chat,alias,reviewed_2026_05,high,OpenAI,llm_chess_inventory,high,openai,delegate_52_2026_04,,not_reasoning,,not_reasoning,,name_alias,delegate_52_table_1; elo_refined.csv; models_metadata.csv,DELEGATE-52 'GPT 5 Chat' is the same model as elo gpt-5-chat (the non-reasoning chat variant).,,cross_ref_delegate_52_2026_05,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0111:gpt_5_low,GPT-5 (Low),gpt-5-low,GPT-5 (Low),alias,qa_passed,high,OpenAI,llm_chess_inventory,high,OpenAI,2025-08-07,,reasoning_or_configured,low,reasoning,low,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Exact tiered llm_chess row exists.,,published_mapping_review,
arc_agi_2,arc_agi_2.csv,arc_agi_2:0109:gpt_5_high,GPT-5 (High),gpt-5-medium,GPT-5 (High),alias,reviewed_2026_07_reasoning_rule,high,OpenAI,llm_chess_inventory,high,OpenAI,2025-08-07,,reasoning_or_configured,high,reasoning,medium,nearest-tier,arc_leaderboard_row; model_identity_review; llm_chess_inventory; reasoning_effort_rule:README.md#stage-ownership,"ARC states High. elo_refined.csv gpt-5 reasoning tiers are low and medium only (plus the non-reasoning gpt-5-chat), so clause 3 substitutes the highest available tier, gpt-5-medium.","Effort conflict: the ARC run is High and the LLM Chess run is -medium. No gpt-5-high run exists, so the two efforts do not agree.",cross_ref_reasoning_rule_2026_07,
